fish_name,tank_volume_m3,fish_count,initial_weight_g,stocking_density_fish_m3,temperature,ph,dissolved_oxygen,ammonia,nitrite,alkalinity,feed_protein_percent,daily_feed_kg,culture_period_days,final_weight_g,final_biomass_kg,survival_rate_percent,fcr
Silver Carp,5.1,2269,55.7,444.9,25.6,7.44,5.19,0.27,0.59,86.9,25.5,3.261,150,87.6,149.85,75.39,1.77
Catla,55.4,8734,19.8,157.65,24.7,8.4,5.49,0.77,0.43,100.5,25.2,2.94,232,36.94,225.18,69.79,1.83
Common Carp,47.9,5271,37.4,110.04,25.1,7.48,5.83,0.82,0.08,112.9,26.8,4.022,218,73.86,330.75,84.96,1.58
Shing,9.5,1016,58.8,106.95,29.3,7.92,5.75,1.14,0.08,143.9,26.6,1.249,222,117.48,88.67,74.29,1.57
Gulsha,85.5,6361,53.8,74.4,27.6,6.83,7.49,0.56,0.38,160.9,29.5,9.856,133,86.11,457.36,83.5,1.71
Pangasius,86.2,2559,17.8,29.69,29.9,8.15,4.57,0.98,0.56,157.2,31.8,1.193,218,39.81,81.43,79.94,1.5
Catla,15.9,1420,46.1,89.31,27.2,8.21,5.3,0.93,0.9,108.8,29.5,1.047,175,78.85,79.89,71.35,1.77
Catla,72.9,546,29.3,7.49,28.5,6.98,5.71,0.27,0.17,175.6,31.9,0.294,94,41.92,21.0,91.75,1.55
Gulsha,45.9,3761,6.5,81.94,28.9,7.04,6.31,0.48,0.34,161.2,29.9,0.511,120,10.51,35.36,89.41,1.58
Shing,11.4,9176,44.6,804.91,28.2,7.94,4.29,0.85,0.59,137.4,34.7,6.139,175,78.5,487.48,67.68,1.73
Mrigal,89.8,5149,26.4,57.34,26.1,7.29,4.46,0.42,0.57,162.6,27.4,2.229,204,48.18,205.27,82.75,1.62
Koi,95.1,8420,23.2,88.54,28.6,7.26,5.76,0.87,0.1,117.4,31.3,4.552,103,35.81,260.08,86.26,1.62
Tilapia,45.5,6723,50.3,147.76,30.1,8.49,6.03,0.43,0.5,143.6,33.0,5.512,233,125.68,769.56,91.08,1.47
Catla,26.0,4940,30.0,190.0,28.9,7.76,4.52,1.01,0.32,125.8,33.7,2.92,110,39.42,129.46,66.48,1.83
Pangasius,11.2,9448,62.8,843.57,28.6,7.03,5.96,1.01,0.36,141.2,31.5,11.155,199,129.68,841.85,68.71,1.66
Mrigal,84.7,9826,41.1,116.01,31.1,7.26,4.88,1.1,0.69,137.1,30.6,7.431,148,61.92,404.58,66.5,1.71
Silver Carp,19.7,5753,70.5,292.03,30.2,7.11,6.44,0.52,0.18,115.8,30.8,11.235,185,126.51,554.87,76.24,1.88
Magur,30.7,4792,5.2,156.09,28.6,6.99,4.73,0.14,0.33,83.0,29.7,0.429,162,9.53,37.54,82.21,1.62
Koi,40.1,3441,30.8,85.81,24.5,8.22,5.57,0.57,0.56,177.6,31.4,1.653,180,58.15,143.83,71.88,1.62
Pangasius,91.6,3623,56.2,39.55,24.7,6.72,6.39,0.86,0.28,87.2,33.2,3.482,135,98.6,290.61,81.35,1.48
Catla,22.7,7572,72.1,333.57,28.2,6.66,5.99,0.98,0.23,84.7,30.2,8.68,166,120.86,641.9,70.14,1.91
Gulsha,25.6,7504,71.3,293.12,31.5,6.63,4.34,0.65,0.25,105.6,29.7,11.824,223,138.53,748.88,72.04,1.75
Common Carp,83.9,8270,51.5,98.57,25.2,7.69,5.3,0.86,0.57,178.2,30.8,6.857,145,80.38,495.35,74.52,1.62
Shing,37.4,6383,13.7,170.67,29.8,8.22,7.19,0.28,0.91,139.0,32.0,1.382,126,20.45,93.28,71.45,1.67
Rohu,54.4,2369,29.2,43.55,29.3,7.47,5.72,0.99,0.36,146.1,26.6,1.411,90,40.97,83.3,85.83,1.52
Shing,36.8,1590,78.8,43.21,27.8,7.99,5.74,0.65,0.54,105.6,31.9,3.721,141,128.45,156.77,76.76,1.79
Gulsha,34.5,7578,42.2,219.65,28.4,7.54,5.07,0.22,0.76,159.3,29.2,6.78,163,70.02,403.18,75.98,1.67
Silver Carp,31.2,3906,61.4,125.19,29.7,7.5,7.47,1.06,0.37,167.6,34.3,6.379,209,104.81,298.8,72.99,1.71
Koi,91.6,7538,67.5,82.29,31.7,7.19,4.15,0.37,0.22,78.7,31.1,15.112,185,134.17,947.95,93.73,1.45
Koi,58.4,698,79.0,11.95,28.8,7.45,4.8,0.49,0.36,146.7,27.2,1.274,133,143.38,91.84,91.77,1.51
Silver Carp,76.2,2709,28.0,35.55,24.9,7.82,5.0,0.92,0.32,118.5,32.2,2.101,168,48.84,107.29,81.09,1.57
Shing,23.1,9100,50.4,393.94,26.3,8.2,6.7,0.27,0.79,174.6,30.9,8.989,147,87.47,622.96,78.26,1.71
Koi,46.5,6020,75.1,129.46,31.1,8.02,3.65,0.07,0.56,72.8,26.1,9.856,98,109.5,519.16,78.76,1.56
Gulsha,66.5,5986,26.4,90.02,26.3,8.45,6.2,1.04,0.32,174.3,25.4,2.734,145,40.4,165.69,68.52,1.84
Shing,70.7,4124,53.0,58.33,30.5,6.57,5.3,1.11,0.94,113.9,25.5,3.606,225,97.37,256.2,63.8,1.68
Koi,12.9,3233,11.8,250.62,31.3,7.33,5.67,1.0,0.95,175.4,29.0,1.026,236,24.58,56.42,70.99,1.68
Koi,73.2,914,28.7,12.49,25.9,7.84,3.68,0.39,0.08,90.8,26.4,0.517,130,48.24,37.65,85.39,1.61
Tilapia,40.4,8222,17.1,203.51,24.5,7.16,4.44,0.9,0.82,132.1,34.7,4.063,101,26.16,152.67,70.98,1.5
Pangasius,57.4,860,34.3,14.98,31.9,7.65,5.47,0.35,0.15,162.0,26.7,0.755,156,68.71,54.74,92.64,1.37
Thai Koi,88.6,9552,36.5,107.81,24.7,8.39,4.68,0.44,0.19,89.4,28.9,8.681,98,58.86,487.99,86.8,1.58
Rohu,56.4,1292,14.9,22.91,25.7,7.32,7.5,0.06,0.6,91.7,27.2,0.562,105,21.0,23.01,84.81,1.66
Common Carp,72.8,9649,72.2,132.54,31.9,7.53,3.71,0.93,0.34,154.0,29.3,18.392,131,115.39,872.38,78.35,1.86
Mrigal,12.3,5541,69.4,450.49,25.9,6.69,4.96,1.16,0.22,139.2,34.5,9.729,181,105.85,367.99,62.74,1.66
Pangasius,43.8,8774,44.6,200.32,28.9,7.21,6.09,0.52,0.49,161.0,29.4,8.805,136,76.13,512.67,76.75,1.63
Pangasius,59.1,7660,25.5,129.61,28.9,7.83,6.63,0.82,0.44,113.1,28.9,4.532,148,50.3,334.37,86.78,1.49
Common Carp,78.4,1391,58.4,17.74,31.2,8.18,4.9,0.91,0.12,158.1,25.3,1.446,99,81.6,95.82,84.42,1.52
Rohu,43.1,7420,39.1,172.16,26.2,8.17,4.72,0.47,0.76,98.4,31.9,7.456,116,55.26,318.31,77.63,1.72
Pabda,26.9,2342,72.9,87.06,31.2,7.64,6.51,1.0,0.42,150.7,32.2,3.278,218,147.46,281.54,81.52,1.59
Gulsha,77.5,1567,27.8,20.22,27.7,7.72,4.06,1.06,0.84,144.0,34.1,1.05,124,41.37,41.99,64.78,1.75
Magur,88.1,3271,45.4,37.13,28.8,7.04,4.27,0.23,0.03,144.8,34.9,2.48,166,83.12,243.17,89.44,1.48
Pabda,26.0,1440,49.5,55.38,29.7,7.57,3.73,0.53,0.06,157.3,32.5,1.775,157,81.24,89.46,76.47,1.65
Koi,39.3,2306,5.2,58.68,27.4,6.74,4.67,0.37,0.72,116.6,30.2,0.284,109,8.25,14.86,78.08,1.41
Rohu,23.8,7536,31.4,316.64,30.4,8.29,7.29,1.11,0.4,103.5,28.6,3.81,177,50.15,246.5,65.22,1.93
Common Carp,73.5,2082,70.5,28.33,24.7,7.25,4.98,0.06,0.57,120.7,26.8,4.227,178,134.0,238.19,85.38,1.51
Pabda,7.9,6917,36.8,875.57,25.2,6.5,5.37,1.03,0.92,85.3,25.1,4.505,200,59.31,246.14,60,1.86
Shing,11.4,4817,26.0,422.54,24.2,7.45,6.8,0.55,0.46,147.3,28.1,2.805,159,46.47,167.81,74.97,1.72
Rohu,76.2,9679,17.3,127.02,28.2,8.15,6.02,0.33,0.63,127.6,30.1,2.847,234,34.2,274.7,82.99,1.56
Silver Carp,34.6,6122,37.6,176.94,28.5,6.71,5.43,0.98,0.33,108.0,34.2,6.399,162,59.54,264.21,72.49,1.72
Silver Carp,11.5,4728,34.5,411.13,25.7,8.1,7.29,0.46,0.53,151.0,28.3,4.828,176,59.61,212.01,75.22,1.87
Mrigal,74.9,9029,17.7,120.55,31.6,7.66,3.71,0.94,0.2,159.3,30.6,2.541,124,25.18,170.82,75.13,1.92
Pangasius,90.4,2187,28.3,24.19,26.5,8.15,6.33,0.24,0.32,84.2,34.6,1.82,184,63.71,129.21,92.74,1.4
Gulsha,19.5,3911,19.0,200.56,31.2,7.07,4.04,0.36,0.25,143.5,28.3,1.531,236,41.49,135.46,83.48,1.61
Magur,46.9,7599,57.4,162.03,31.3,7.82,5.82,0.91,0.72,71.3,32.1,8.811,122,82.35,442.73,70.75,1.78
Common Carp,35.4,2294,18.4,64.8,29.3,6.61,5.42,1.05,0.84,172.9,28.5,0.68,98,24.77,34.72,61.1,1.67
Shing,37.7,4964,61.5,131.67,26.1,7.56,5.41,0.43,0.38,84.7,26.7,5.465,133,105.49,479.03,91.48,1.59
Thai Koi,79.7,7121,38.6,89.35,31.4,8.17,7.37,0.91,0.68,97.7,34.2,8.054,125,62.12,333.44,75.38,1.58
Silver Carp,57.8,1117,14.6,19.33,30.9,7.91,4.11,0.13,0.07,84.7,29.6,0.251,227,30.39,30.38,89.51,1.64
Silver Carp,75.2,9578,33.2,127.37,31.0,6.76,4.79,0.77,0.02,130.8,29.0,9.253,112,46.54,353.3,79.26,1.69
Mrigal,9.6,5586,43.6,581.88,25.5,7.21,3.89,0.55,0.4,164.3,28.2,4.092,112,60.67,235.06,69.36,1.66
Tilapia,95.6,9453,38.5,98.88,28.1,6.9,6.19,0.36,0.04,155.6,26.7,8.189,216,93.8,821.17,92.61,1.48
Thai Koi,13.9,3039,17.1,218.63,30.3,7.51,5.76,0.53,0.52,79.3,25.2,0.977,239,36.91,76.67,68.35,1.6
Magur,9.4,1881,35.4,200.11,30.8,6.57,6.41,0.9,0.17,104.3,33.9,1.045,129,57.36,78.51,72.77,1.7
Gulsha,54.8,7006,44.7,127.85,24.2,7.58,3.85,0.31,0.13,89.7,30.6,6.545,126,68.56,406.7,84.67,1.55
Gulsha,60.0,9798,32.9,163.3,26.0,7.64,5.25,0.13,0.48,179.4,33.5,9.413,196,64.5,519.31,82.17,1.48
Rohu,22.3,4257,24.4,190.9,30.0,7.87,4.79,0.39,0.11,92.7,25.3,1.631,152,39.2,138.06,82.74,1.63
Koi,41.0,745,46.8,18.17,30.0,7.59,7.21,0.81,0.77,179.2,33.3,0.753,144,77.67,44.18,76.35,1.51
Magur,85.6,5762,39.9,67.31,28.1,6.59,5.48,0.28,0.78,81.6,27.1,4.598,192,72.96,337.84,80.36,1.45
Gulsha,93.3,346,26.1,3.71,29.3,8.46,4.75,0.67,0.1,161.3,34.8,0.219,220,52.46,14.48,79.78,1.56
Mrigal,59.3,2600,44.3,43.84,31.7,6.77,6.0,1.14,0.91,155.1,33.1,2.2,182,70.98,114.21,61.88,1.66
Shing,86.8,8076,27.3,93.04,31.5,7.44,3.66,0.25,0.88,97.0,29.2,3.528,230,53.63,330.97,76.41,1.83
Mrigal,63.5,1927,36.4,30.35,27.7,8.44,5.18,0.65,0.6,126.0,31.7,1.199,204,65.82,92.55,72.97,1.8
Mrigal,79.8,5858,13.5,73.41,31.6,8.24,7.16,0.19,0.2,151.4,27.2,1.455,147,22.14,113.41,87.44,1.58
Common Carp,48.0,4255,32.8,88.65,30.6,7.83,4.58,0.24,0.81,170.6,32.2,3.587,164,54.78,199.6,85.63,1.68
Pangasius,17.9,3798,23.2,212.18,28.6,7.04,4.05,0.82,0.38,147.6,28.5,1.894,178,45.82,133.24,76.57,1.75
Thai Koi,21.5,6487,56.7,301.72,31.8,7.96,4.97,0.86,0.6,124.4,25.5,7.908,160,95.66,434.07,69.95,1.77
Catla,77.8,4289,76.9,55.13,29.8,6.92,5.63,1.08,0.33,115.0,29.5,7.124,119,110.74,343.2,72.26,1.91
Koi,14.8,1432,58.0,96.76,30.5,7.58,6.33,0.93,0.12,125.7,26.0,1.528,220,120.66,145.88,84.43,1.38
Catla,23.8,2963,31.2,124.5,26.8,7.3,5.98,0.62,0.22,122.1,33.2,2.145,90,42.52,102.51,81.36,1.64
Gulsha,72.1,5412,61.1,75.06,31.3,7.39,3.93,0.78,0.08,176.8,31.8,5.688,209,117.14,480.68,75.82,1.66
Gulsha,97.4,9934,70.4,101.99,29.9,7.27,6.43,0.71,0.14,144.3,32.0,18.813,235,153.24,1289.85,84.73,1.61
Common Carp,24.7,9007,52.8,364.66,28.6,7.4,6.6,0.36,0.86,102.2,33.0,8.037,230,99.76,701.46,78.07,1.89
Pabda,8.0,5770,34.0,721.25,31.5,7.24,5.32,0.35,0.95,158.9,28.4,5.297,178,60.19,256.41,73.83,1.88
Tilapia,6.3,764,66.6,121.27,29.2,7.75,3.9,0.07,0.49,121.9,29.1,1.028,231,162.02,107.65,86.97,1.36
Silver Carp,25.0,3052,44.8,122.08,30.6,7.27,4.0,0.73,0.22,123.2,34.9,2.065,202,79.81,200.17,82.18,1.77
Thai Koi,34.7,3735,18.8,107.64,28.5,8.08,5.57,0.4,0.46,91.2,29.9,1.222,192,37.86,127.53,90.18,1.4
Rohu,13.0,7960,36.3,612.31,25.3,8.33,5.74,0.98,0.61,149.2,33.5,7.715,104,49.22,250.93,64.05,1.85
Pangasius,36.1,9497,23.4,263.07,30.8,6.82,4.09,0.4,0.07,101.2,33.4,5.467,129,42.0,346.76,86.94,1.35
Common Carp,25.8,1256,68.9,48.68,28.4,6.55,4.08,0.35,0.54,79.4,28.2,1.774,197,125.77,125.01,79.14,1.62
Pangasius,92.0,6567,15.2,71.38,30.2,6.98,5.79,0.16,0.32,83.2,27.6,2.745,136,29.1,173.92,91.02,1.52
Shing,11.1,9114,15.9,821.08,29.8,6.61,4.12,0.6,0.03,127.1,27.7,3.449,122,23.55,150.94,70.33,1.64
Thai Koi,7.9,4292,60.3,543.29,25.8,8.18,4.61,0.49,0.77,159.8,26.5,6.496,167,111.29,367.03,76.84,1.6
Rohu,92.7,9389,46.7,101.28,24.0,6.97,4.12,0.21,0.94,141.2,29.1,10.348,102,69.72,555.0,84.78,1.56
Catla,43.9,9494,14.7,216.26,30.6,7.84,4.61,0.88,0.02,87.4,29.7,3.908,166,25.15,176.61,73.95,1.73
Thai Koi,24.7,2187,57.3,88.54,26.3,8.18,6.46,1.13,0.51,130.7,26.1,3.534,213,109.87,166.81,69.42,1.52
Shing,91.1,4204,14.3,46.15,29.2,7.0,5.97,1.08,0.82,154.6,34.0,1.112,214,25.48,73.1,68.25,1.64
Tilapia,33.0,2130,60.0,64.55,30.5,7.92,4.59,0.77,0.56,140.8,28.9,3.284,127,109.13,179.24,77.11,1.62
Thai Koi,21.3,1851,22.3,86.9,25.5,8.23,3.8,0.48,0.97,147.9,26.1,1.131,201,41.5,54.83,71.39,1.78
Magur,77.2,9553,49.9,123.74,28.2,6.92,7.46,0.57,0.02,120.9,27.8,9.582,204,104.65,846.69,84.69,1.47
Rohu,28.6,7375,14.2,257.87,29.4,8.23,6.57,0.89,0.06,72.0,25.1,2.964,118,20.1,107.74,72.66,1.71
Magur,81.3,3593,26.8,44.19,28.5,8.48,5.37,0.38,0.45,174.2,27.9,2.638,124,45.17,140.54,86.59,1.53
Mrigal,43.9,7488,61.3,170.57,27.5,8.47,4.81,0.21,0.34,163.8,29.0,8.629,172,101.38,586.43,77.25,1.6
Shing,72.5,6882,32.6,94.92,27.6,7.31,4.27,0.75,0.29,173.5,30.4,5.699,92,46.83,263.58,81.78,1.47
Common Carp,7.5,4342,78.5,578.93,27.7,7.55,5.68,0.75,0.59,83.5,31.8,5.692,159,128.7,381.06,68.19,1.89
Thai Koi,27.4,4804,72.0,175.33,26.8,6.53,6.92,0.4,0.41,175.6,26.1,5.915,227,149.21,579.12,80.79,1.58
Koi,59.5,1819,64.3,30.57,29.4,7.94,6.45,0.21,0.1,165.4,25.3,3.38,185,132.75,222.23,92.03,1.57
Silver Carp,88.2,2776,60.0,31.47,24.8,8.43,6.25,0.49,0.4,131.5,28.0,4.664,156,103.27,250.51,87.38,1.59
Rohu,78.3,6170,73.7,78.8,26.3,7.32,3.92,0.44,0.07,160.1,25.5,8.231,238,146.04,777.7,86.31,1.67
Magur,14.6,9651,8.8,661.03,29.3,6.6,6.39,0.62,0.27,164.3,27.5,1.86,132,13.45,94.96,73.13,1.7
Pabda,12.9,8796,35.6,681.86,28.0,7.45,4.19,1.04,0.56,158.4,33.3,7.171,196,56.05,295.79,60,1.77
Pabda,27.2,7956,15.0,292.5,30.8,8.18,6.07,0.95,0.18,73.8,30.9,3.174,110,20.99,126.52,75.77,1.69
Pangasius,31.1,4243,11.8,136.43,31.8,8.39,5.03,0.8,0.62,130.2,28.4,1.202,182,23.34,71.48,72.17,1.46
Tilapia,26.1,8515,54.0,326.25,25.9,7.17,4.27,0.56,0.18,83.5,28.4,10.53,123,97.63,649.29,78.1,1.52
Pangasius,54.7,8797,46.7,160.82,31.9,7.57,5.74,0.75,0.22,170.1,30.4,11.832,112,79.79,552.12,78.66,1.58
Rohu,5.8,420,49.8,72.41,31.2,7.53,5.59,0.09,0.95,164.5,32.5,0.347,202,93.97,33.01,83.64,1.77
Mrigal,23.5,3944,5.7,167.83,28.3,7.01,4.82,0.6,0.34,169.6,33.7,0.378,156,9.52,28.91,77.04,1.8
Mrigal,72.8,6717,60.4,92.27,31.2,8.23,4.55,0.53,0.34,99.4,33.3,11.806,181,102.33,555.37,80.8,1.77
Rohu,28.6,1821,42.4,63.67,29.7,8.31,7.33,0.49,0.71,176.4,29.2,2.131,240,80.49,116.81,79.7,1.7
Gulsha,16.5,7586,33.9,459.76,30.8,8.25,6.76,0.89,0.4,176.0,30.6,7.638,215,60.68,322.43,70.04,1.69
Pabda,81.2,5847,35.7,72.01,24.1,7.03,4.81,1.05,0.7,84.7,26.9,4.175,106,48.31,193.6,68.54,1.62
Shing,46.2,2277,9.9,49.29,25.3,6.68,4.54,0.97,0.52,159.4,27.8,0.358,125,14.98,24.86,72.87,1.56
Magur,30.8,4212,77.1,136.75,27.6,7.13,5.84,1.12,0.66,143.1,34.3,7.826,123,118.45,338.46,67.84,1.6
Tilapia,11.2,7976,70.4,712.14,27.6,7.69,6.54,1.14,0.43,131.7,29.1,12.016,158,134.5,738.04,68.8,1.47
Pabda,26.6,4864,80.0,182.86,28.2,7.93,6.65,0.15,0.7,77.2,28.1,10.467,176,142.61,530.11,76.42,1.77
Silver Carp,18.0,4110,24.7,228.33,27.7,7.76,6.79,0.42,0.62,177.7,31.5,2.244,174,42.94,130.54,73.97,1.99
Silver Carp,25.7,9036,39.5,351.6,31.2,7.89,3.51,0.44,0.71,133.7,26.8,6.425,217,67.28,424.69,69.86,1.78
Thai Koi,47.7,4398,58.7,92.2,29.9,7.67,5.28,1.02,0.3,167.4,26.7,5.267,115,90.99,308.25,77.03,1.61
Pabda,21.4,5016,72.0,234.39,26.4,7.89,6.85,0.53,0.44,93.9,26.6,9.643,204,137.83,516.66,74.73,1.89
Pabda,78.8,8434,77.5,107.03,24.0,6.62,4.3,0.28,0.67,137.0,31.1,11.046,122,116.14,773.22,78.94,1.6
Tilapia,6.4,9494,37.5,1483.44,31.7,7.02,6.07,0.49,0.26,132.6,30.7,9.221,138,72.72,593.05,85.9,1.34
Silver Carp,84.8,5626,78.7,66.34,25.6,7.96,4.5,0.1,0.89,162.6,29.7,6.819,213,154.76,705.78,81.06,1.71
Tilapia,43.2,5672,79.3,131.3,27.6,8.09,4.98,0.62,0.35,70.8,28.2,6.792,168,171.43,854.91,87.92,1.37
Tilapia,87.0,7153,15.2,82.22,31.2,8.13,7.05,0.48,0.61,71.2,33.9,2.522,145,28.5,179.0,87.81,1.24
Magur,74.7,1667,27.3,22.32,24.6,7.62,4.02,0.88,0.17,89.5,31.2,1.206,218,55.19,78.35,85.16,1.68
Gulsha,28.8,9381,59.1,325.73,29.3,6.71,4.33,1.02,0.35,145.2,31.6,13.472,134,85.64,501.26,62.39,1.61
Pangasius,79.0,1405,66.7,17.78,25.1,6.75,4.21,0.87,0.06,93.9,33.5,2.38,125,110.57,123.33,79.39,1.41
Magur,66.6,9409,49.5,141.28,30.2,8.17,4.48,0.62,0.94,157.1,30.3,12.435,195,94.63,673.95,75.69,1.61
Thai Koi,92.5,4747,27.0,51.32,27.4,7.96,7.33,0.69,0.09,178.2,25.7,3.307,151,50.44,201.53,84.16,1.49
Pabda,15.0,6621,20.7,441.4,31.8,6.58,6.98,0.39,0.04,143.4,30.0,2.316,224,42.3,219.58,78.4,1.54
Gulsha,93.9,5795,6.3,61.71,28.6,7.41,3.9,0.7,0.22,149.7,28.9,0.876,233,12.68,56.52,76.93,1.74
Common Carp,58.8,3324,45.8,56.53,24.9,7.49,5.48,0.92,0.47,86.8,29.2,2.588,113,71.07,199.64,84.51,1.67
Shing,75.2,8066,60.0,107.26,28.0,7.64,6.5,0.53,0.27,102.4,28.6,9.582,104,89.55,612.57,84.81,1.62
Silver Carp,51.4,1909,27.4,37.14,24.6,6.85,6.16,0.53,0.18,92.4,34.4,1.098,170,47.14,73.77,81.98,1.7
Catla,71.0,505,28.2,7.11,24.0,6.97,6.65,0.57,0.49,119.3,25.4,0.389,143,43.89,18.68,84.28,1.8
Shing,68.2,4082,79.2,59.85,31.1,7.33,4.32,0.83,0.19,169.6,30.5,7.565,199,157.74,549.31,85.31,1.5
Silver Carp,38.6,6827,28.7,176.87,31.0,7.41,6.79,0.11,0.78,145.0,33.0,3.938,95,38.45,194.55,74.11,1.91
Tilapia,75.8,339,41.5,4.47,25.8,8.0,4.6,0.37,0.6,97.5,25.9,0.325,127,77.21,22.19,84.79,1.38
Pangasius,39.0,2930,12.1,75.13,28.7,7.98,5.87,0.56,0.08,168.2,34.2,0.801,203,25.83,64.51,85.22,1.59
Magur,75.5,7909,15.7,104.75,29.3,8.38,4.38,1.01,0.92,122.5,29.8,1.863,112,22.67,109.3,60.95,1.62
Thai Koi,30.2,3100,40.8,102.65,26.0,7.16,7.37,0.67,0.68,160.7,34.4,2.517,169,76.67,184.57,77.65,1.72
Pangasius,22.3,5960,67.2,267.26,25.3,7.78,3.95,0.94,0.03,159.2,33.5,8.571,232,146.92,613.57,70.07,1.62
Catla,92.4,5689,7.9,61.57,27.4,8.26,7.27,0.79,0.26,82.2,30.6,1.029,125,12.32,55.58,79.28,1.61
Tilapia,65.4,5628,18.9,86.06,24.3,6.89,6.43,0.72,0.71,167.3,32.5,1.798,111,32.23,142.1,78.34,1.62
Tilapia,61.6,6407,57.3,104.01,28.3,8.07,6.98,0.29,0.36,125.0,32.3,5.544,221,152.0,897.49,92.16,1.44
Pabda,97.3,1896,78.9,19.49,27.8,6.65,5.07,0.48,0.18,172.4,34.1,2.723,110,123.37,196.18,83.87,1.49
Shing,66.0,305,30.2,4.62,25.2,7.39,5.93,0.56,0.3,73.3,30.2,0.207,103,45.24,11.42,82.74,1.54
Thai Koi,66.4,4950,10.5,74.55,30.3,7.69,7.4,0.67,0.25,156.9,31.9,1.221,160,18.75,79.44,85.57,1.51
Thai Koi,79.8,5326,27.8,66.74,24.3,7.97,6.85,0.71,0.56,96.9,27.6,3.257,94,41.7,172.13,77.5,1.55
Magur,85.9,3618,66.2,42.12,29.2,6.8,4.46,0.84,0.34,81.1,34.8,7.161,165,117.98,351.42,82.33,1.62
Thai Koi,94.5,4519,13.1,47.82,30.9,7.14,4.35,0.75,0.36,120.7,27.4,0.953,216,28.26,107.66,84.31,1.43
Common Carp,67.2,9481,65.5,141.09,30.5,8.25,3.63,1.06,0.86,146.1,34.0,10.309,148,92.88,528.36,60,1.81
Magur,37.1,3516,19.5,94.77,27.2,7.26,5.7,1.06,0.98,151.2,29.7,1.981,159,33.24,80.55,68.93,1.8
Pangasius,16.7,9712,44.8,581.56,29.2,6.98,5.81,1.06,0.99,83.2,33.5,11.182,128,72.62,440.32,62.43,1.72
Magur,99.3,5689,51.8,57.29,25.0,7.03,4.19,0.51,0.24,176.3,30.0,5.481,234,115.46,549.18,83.61,1.57
Pangasius,24.6,3672,34.4,149.27,27.1,7.35,6.29,0.78,0.25,85.2,31.4,2.034,221,81.6,255.75,85.36,1.41
Shing,16.9,8864,61.8,524.5,25.9,8.0,5.63,0.87,0.09,101.4,32.5,9.477,150,107.41,722.72,75.91,1.6
Common Carp,95.4,3755,64.8,39.36,25.1,6.96,6.94,0.58,0.17,74.3,26.5,6.983,158,111.67,342.8,81.75,1.73
Shing,9.8,7824,12.8,798.37,27.3,7.59,6.02,1.16,0.52,156.6,29.8,2.894,135,19.15,89.89,60,1.81
Mrigal,70.8,8551,33.0,120.78,28.7,7.78,7.44,0.51,0.98,176.1,28.7,5.333,104,46.86,304.53,76.0,1.84
Pangasius,33.4,4896,36.2,146.59,29.2,7.13,5.53,1.1,0.89,162.3,28.1,3.332,117,56.64,195.63,70.55,1.74
Common Carp,9.8,1774,17.2,181.02,25.9,7.2,5.17,1.14,0.66,179.1,28.2,0.717,229,31.47,33.49,60,1.75
Koi,31.2,4350,23.1,139.42,28.4,7.61,6.84,0.9,0.51,129.2,28.5,2.291,213,47.49,163.5,79.14,1.71
Common Carp,64.9,9635,36.2,148.46,31.0,8.04,6.57,0.7,0.36,175.9,26.8,5.267,154,62.4,509.24,84.7,1.58
Pangasius,82.3,3320,22.6,40.34,30.1,7.97,6.22,0.77,0.43,118.7,28.6,2.146,126,41.23,114.7,83.8,1.36
Pangasius,49.1,3542,22.4,72.14,26.1,6.8,3.6,0.12,0.93,173.4,34.4,1.769,233,49.92,141.62,80.09,1.54
Shing,52.3,6152,41.4,117.63,28.0,8.0,3.54,1.05,0.39,88.1,27.2,6.087,96,59.68,242.18,65.96,1.65
Thai Koi,11.6,8862,47.1,763.97,27.3,7.89,6.43,0.28,0.5,149.6,25.9,8.139,140,80.51,605.66,84.89,1.49
Catla,57.0,7217,39.4,126.61,30.8,6.59,5.47,0.92,0.48,163.8,33.8,4.806,140,61.95,344.92,77.15,1.63
Mrigal,11.9,5892,73.9,495.13,31.4,6.98,6.67,0.7,0.73,153.0,30.1,11.974,209,132.17,545.59,70.06,1.86
Magur,69.1,9490,43.4,137.34,28.3,7.0,4.23,0.56,0.6,74.6,28.2,11.656,102,65.77,477.08,76.44,1.66
Thai Koi,42.9,6713,11.6,156.48,31.6,6.91,3.54,0.88,0.87,93.5,27.6,1.456,162,18.73,79.88,63.53,1.61
Pangasius,65.3,1322,23.1,20.25,31.7,7.59,3.59,0.91,0.77,138.1,29.0,0.849,150,41.59,38.11,69.31,1.68
Mrigal,85.5,9082,60.6,106.22,25.6,7.73,5.47,0.84,0.49,91.4,29.9,15.025,164,101.38,756.38,82.15,1.74
Pangasius,16.0,334,78.8,20.88,25.2,8.01,6.74,0.27,0.94,152.1,27.9,0.403,184,171.25,48.77,85.27,1.38
Common Carp,51.1,6952,50.1,136.05,26.0,7.04,7.38,0.35,0.56,73.8,27.2,9.125,154,88.24,525.44,85.65,1.46
Thai Koi,75.5,482,70.9,6.38,28.3,6.88,6.55,0.58,0.74,166.3,25.1,0.519,166,123.3,46.57,78.36,1.78
Pangasius,50.6,7044,18.7,139.21,25.7,6.71,7.26,0.21,0.15,175.2,26.5,2.226,186,39.02,246.04,89.52,1.54
Shing,96.6,7046,68.7,72.94,31.9,6.88,7.14,0.64,0.22,96.0,32.6,10.02,113,103.41,605.29,83.07,1.65
